Chapter,Topic,Question,Equation,Answer
Equilibrium,Solubility,Explain limitations of Ksp calculations.,ideal assumption,Ksp assumes ideal dilute solutions; deviations occur at high concentrations due to ionic interactions.
Equilibrium,Solubility,Calculate solubility of AgCl (Ksp = 1×10⁻¹⁰).,S = √Ksp,"For AgCl ⇌ Ag⁺ + Cl⁻, Ksp = S². Thus S = √(10⁻¹⁰) = 10⁻⁵ M. This gives direct molar solubility."
Equilibrium,Solubility,Calculate solubility of CaF2 (Ksp = 4×10⁻¹¹).,Ksp = 4S³,"For CaF2 ⇌ Ca²⁺ + 2F⁻, Ksp = 4S³. Thus S = (Ksp/4)^(1/3) = (10⁻¹¹)^(1/3) ≈ 10⁻³⋅⁶⁷ M."
Equilibrium,Solubility,Calculate solubility of AgCl in 0.1 M NaCl.,S = Ksp/C,"In presence of common ion Cl⁻ = 0.1 M, Ksp = (0.1)(S). Thus S = 10⁻¹⁰ / 0.1 = 10⁻⁹ M. Solubility decreases significantly."
Equilibrium,Solubility,Predict precipitation when mixing AgNO3 and NaCl solutions.,Qsp = [Ag⁺][Cl⁻],"If Qsp > Ksp, AgCl precipitates. Calculate Qsp using concentrations after mixing and compare with Ksp."
Equilibrium,Solubility,Determine which salt precipitates first (AgCl vs AgBr).,Ksp(AgBr) < Ksp(AgCl),Salt with smaller Ksp (AgBr) precipitates first because it requires lower ion concentration to exceed Ksp.
Equilibrium,Solubility,Calculate minimum concentration for precipitation.,Qsp = Ksp,Set Qsp equal to Ksp and solve for unknown concentration to find threshold for precipitation.
Equilibrium,Solubility,Calculate solubility of BaSO4 in presence of 0.01 M Na2SO4.,S ≈ Ksp/C,"Since SO4²⁻ is common ion, solubility reduces to S ≈ Ksp/0.01. This shows strong suppression of solubility."
Equilibrium,Solubility,Compare solubility of salts with same Ksp but different stoichiometry.,Ksp = x^x y^y S^(x+y),Solubility depends on stoichiometric coefficients; higher total ion count generally increases solubility.
Equilibrium,Solubility,Calculate pH effect on solubility of CaCO3.,CO3²⁻ + H⁺ → HCO3−,"Addition of acid removes CO3²⁻, shifting equilibrium forward and increasing solubility."
Equilibrium,Solubility,Explain solubility increase due to complex formation (AgCl in NH3).,Ag⁺ + NH3 → complex,"Formation of complex reduces free Ag⁺, shifting equilibrium and increasing solubility."
Equilibrium,Solubility,Calculate solubility when complex formation constant is given.,Ksp × Kf,"Combined equilibrium constant increases, leading to higher solubility than simple case."
Equilibrium,Solubility,Predict precipitation in mixed salt solutions.,Qsp = [A][B],"Mixing solutions changes ion concentrations; if Qsp exceeds Ksp, precipitation occurs."
Equilibrium,Solubility,Determine solubility in presence of multiple equilibria.,"Ksp, Ka, Kf",Need to consider all equilibria simultaneously to calculate final solubility.
Equilibrium,Solubility,Calculate solubility of Mg(OH)2 at given pH.,OH⁻ known,"Using given OH⁻ concentration, substitute into Ksp to calculate solubility."
Equilibrium,Solubility,Predict solubility change with ionic strength.,a = γC,"Increased ionic strength reduces activity coefficient, effectively increasing solubility."
Equilibrium,Solubility,Calculate Qsp after dilution and predict precipitation.,Qsp changes,"Dilution lowers ion concentrations; if Qsp falls below Ksp, precipitate dissolves."
Equilibrium,Solubility,Compare solubility of amphoteric hydroxides in acid/base.,M(OH)n + H⁺/OH−,Such hydroxides dissolve in both acidic and basic media due to formation of soluble species.
Equilibrium,Solubility,Determine condition for complete precipitation.,Qsp >> Ksp,"If ionic product is much greater than Ksp, precipitation proceeds almost completely."
Equilibrium,Solubility,Calculate fractional precipitation point.,Ksp₁ vs Ksp₂,Precipitation begins when Qsp of one salt exceeds Ksp while other remains below threshold.
Equilibrium,Solubility,Explain multi-step precipitation problems.,Qsp vs multiple Ksp,Such problems require sequential comparison of Qsp with different Ksp values to determine order and extent of precipitation.
Haloalkanes and Haloarenes,Haloalkane Formation,How is chloromethane (CH₃Cl) formed?,C + 3H + Cl → CH3Cl,One hydrogen atom of methane is replaced by chlorine forming chloromethane
Haloalkanes and Haloarenes,Haloalkane Formation,How is bromoethane (C₂H₅Br) formed?,2C + 5H + Br → C2H5Br,One hydrogen atom of ethane is replaced by bromine forming bromoethane
Haloalkanes and Haloarenes,Haloalkane Formation,How is chloropropane (C₃H₇Cl) formed?,3C + 7H + Cl → C3H7Cl,One hydrogen atom of propane is replaced by chlorine forming chloropropane
Haloalkanes and Haloarenes,Haloalkane Formation,How is bromobutane (C₄H₉Br) formed?,4C + 9H + Br → C4H9Br,One hydrogen atom of butane is replaced by bromine forming bromobutane
Haloalkanes and Haloarenes,Haloalkane Formation,How is bromopentane (C₅H₁₁Br) formed?,5C + 11H + Br → C5H11Br,One hydrogen atom of pentane is replaced by bromine forming bromopentane
Haloalkanes and Haloarenes,Haloalkane Formation,How is chlorohexane (C₆H₁₃Cl) formed?,6C + 13H + Cl → C6H13Cl,One hydrogen atom of hexane is replaced by chlorine forming chlorohexane
Haloalkanes and Haloarenes,Haloalkane Formation,How is bromoheptane (C₇H₁₅Br) formed?,7C + 15H + Br → C7H15Br,One hydrogen atom of heptane is replaced by bromine forming bromoheptane
Haloalkanes and Haloarenes,Haloalkane Formation,How is chlorooctane (C₈H₁₇Cl) formed?,8C + 17H + Cl → C8H17Cl,One hydrogen atom of octane is replaced by chlorine forming chlorooctane
Haloalkanes and Haloarenes,Haloalkane Formation,How is bromononane (C₉H₁₉Br) formed?,9C + 19H + Br → C9H19Br,One hydrogen atom of nonane is replaced by bromine forming bromononane
Haloalkanes and Haloarenes,Haloalkane Formation,How is chlorodecane (C₁₀H₂₁Cl) formed?,10C + 21H + Cl → C10H21Cl,Ten carbon atoms form a chain with one hydrogen replaced by chlorine
Haloalkanes and Haloarenes,Haloalkane Reactions,What is SN1 reaction?,R–X → R⁺ + X⁻ → R–Nu,Carbocation intermediate is formed
Haloalkanes and Haloarenes,Haloalkane Reactions,What is SN2 reaction?,R–X + Nu⁻ → R–Nu + X⁻,Single step backside attack
Haloalkanes and Haloarenes,Haloalkane Reactions,Which substrate favors SN1?,3° > 2° > 1°,Carbocation stability determines rate
Haloalkanes and Haloarenes,Haloalkane Reactions,Which substrate favors SN2?,1° > 2° > 3°,Steric hindrance affects rate
Haloalkanes and Haloarenes,Haloalkane Reactions,What happens to configuration?,R–X → inverted product,Backside attack occurs
Haloalkanes and Haloarenes,Haloalkane Reactions,What is E1 reaction?,R–X → Alkene + HX,Carbocation intermediate forms
Haloalkanes and Haloarenes,Haloalkane Reactions,What is E2 reaction?,R–X + Base → Alkene,Single step removal of HX
Haloalkanes and Haloarenes,Haloalkane Reactions,Which alkene forms major product?,R–CH=CH–R (major),Stable alkene favored
Haloalkanes and Haloarenes,Haloalkane Reactions,When less substituted alkene forms?,R–CH=CH₂ (major),Less substituted alkene favored
Haloalkanes and Haloarenes,Haloalkane Reactions,How Grignard reagent formed?,R–X + Mg → R–MgX,Forms organomagnesium compound
Haloalkanes and Haloarenes,Haloalkane Reactions,What happens with water?,R–MgX + H₂O → RH + Mg(OH)X,Grignard reacts with water
Haloalkanes and Haloarenes,Haloalkane Reactions,What is Wurtz reaction?,2R–X + 2Na → R–R + 2NaX,Two alkyl halides combine
Haloalkanes and Haloarenes,Haloalkane Reactions,Why Wurtz not useful for different halides?,R–X + R′–X → mixture,Multiple coupling occurs
Haloalkanes and Haloarenes,Haloalkane Concepts,Why aryl halides less reactive?,C₆H₅–X → stable,Partial double bond character
Haloalkanes and Haloarenes,Haloalkane Concepts,Why aryl halides do not undergo SN1/SN2?,C₆H₅–X → No reaction,Planar ring prevents attack
Haloalkanes and Haloarenes,Haloarene Formation,How is fluorobenzene (C₆H₅F) formed?,6C + 5H + F → C6H5F,One hydrogen atom of benzene is replaced by fluorine forming fluorobenzene
Haloalkanes and Haloarenes,Haloarene Formation,How is chlorobenzene (C₆H₅Cl) formed?,6C + 5H + Cl → C6H5Cl,One hydrogen atom of benzene is replaced by chlorine forming chlorobenzene
Haloalkanes and Haloarenes,Haloarene Formation,How is bromobenzene (C₆H₅Br) formed?,6C + 5H + Br → C6H5Br,One hydrogen atom of benzene is replaced by bromine forming bromobenzene
Haloalkanes and Haloarenes,Haloarene Formation,How is iodobenzene (C₆H₅I) formed?,6C + 5H + I → C6H5I,One hydrogen atom of benzene is replaced by iodine forming iodobenzene
Haloalkanes and Haloarenes,Haloarene Formation,How is chlorobenzene (C₆H₅Cl) formed?,C₆H₆ + Cl₂ → C₆H₅Cl + HCl,Benzene reacts with chlorine replacing hydrogen
Haloalkanes and Haloarenes,Haloarene Formation,How is bromobenzene (C₆H₅Br) formed?,C₆H₆ + Br₂ → C₆H₅Br + HBr,Benzene reacts with bromine
Haloalkanes and Haloarenes,Haloarene Formation,How is chlorobenzene formed from diazonium salt?,C₆H₅N₂⁺Cl⁻ → C₆H₅Cl + N₂,Copper(I) chloride replaces diazonium group
Haloalkanes and Haloarenes,Haloarene Formation,How is bromobenzene formed from diazonium salt?,C₆H₅N₂⁺Br⁻ → C₆H₅Br + N₂,Copper(I) bromide replaces diazonium group
Haloalkanes and Haloarenes,Haloarene Formation,How haloarene formed by Gattermann reaction?,C₆H₅N₂⁺ → C₆H₅Cl / C₆H₅Br,Diazonium replaced by halogen
Haloalkanes and Haloarenes,Haloarene Formation,How fluorobenzene formed?,C₆H₅N₂⁺BF₄⁻ → C₆H₅F + N₂ + BF₃,Diazonium tetrafluoroborate decomposes
Haloalkanes and Haloarenes,Haloarene Formation,How is iodobenzene formed?,C₆H₅N₂⁺ + KI → C₆H₅I + N₂,Diazonium replaced by iodine
Haloalkanes and Haloarenes,Haloarene Reactions,Why haloarenes do not undergo SN1/SN2?,C₆H₅–Cl → No reaction,C–X bond has partial double bond character
Haloalkanes and Haloarenes,Haloarene Reactions,When do haloarenes undergo substitution?,p-NO₂–C₆H₄–Cl + OH⁻ → p-NO₂–C₆H₄–OH,Electron withdrawing groups activate ring
Haloalkanes and Haloarenes,Haloarene Reactions,What is SNAr mechanism?,C₆H₅Cl + OH⁻ → Meisenheimer complex → C₆H₅OH,Addition forms intermediate complex
Haloalkanes and Haloarenes,Haloarene Reactions,What is Meisenheimer complex?,C₆H₅–NO₂–Cl → complex,Negative charge delocalized on ring
Haloalkanes and Haloarenes,Haloarene Concepts,What is activating group?,"–OH, –NH₂ → activation",Donates electrons to ring
Haloalkanes and Haloarenes,Haloarene Concepts,What is deactivating group?,"–NO₂, –COOH → deactivation",Withdraws electrons
Haloalkanes and Haloarenes,Haloarene Concepts,Which groups are o/p directing?,"–OH, –CH₃ → o/p directing",Direct substitution to ortho/para positions
Haloalkanes and Haloarenes,Haloarene Concepts,Which groups are meta directing?,"–NO₂, –COOH → meta directing",Direct substitution to meta position
Haloalkanes and Haloarenes,Haloarene Reactions,What is benzylic halogenation?,C₆H₅CH₃ + Cl₂ → C₆H₅CH₂Cl,Free radical substitution occurs
Haloalkanes and Haloarenes,Haloarene Reactions,How benzylic compounds oxidize?,C₆H₅CH₃ → C₆H₅COOH,Side chain oxidized completely
Haloalkanes and Haloarenes,Haloarene Concepts,Why halogen is deactivating but o/p directing?,X–C₆H₅ → o/p directing,Resonance dominates directing
Haloalkanes and Haloarenes,Haloarene Concepts,Which halobenzene most reactive?,C₆H₅I > C₆H₅F,Bond strength determines reactivity
Haloalkanes and Haloarenes,Haloarene Concepts,Where substitution occurs in SNAr?,p-NO₂–C₆H₄–Cl → substitution,NO₂ stabilizes intermediate
Haloalkanes and Haloarenes,Haloalkane Formation,What is haloalkane?,R–H → R–X,"Haloalkanes are organic compounds in which one or more hydrogen atoms of alkanes are replaced by halogens (F, Cl, Br, I)."
Haloalkanes and Haloarenes,Haloalkane Formation,Formation of haloalkanes from alkanes (free radical substitution).,R–H + Cl2 → R–Cl + HCl,Haloalkanes are formed by free radical halogenation of alkanes in presence of UV light or heat.
Haloalkanes and Haloarenes,Haloalkane Formation,Formation from alcohol using HCl.,R–OH + HCl → R–Cl + H2O,Alcohol reacts with hydrogen halide to give haloalkane via substitution reaction.
Haloalkanes and Haloarenes,Haloalkane Formation,Formation from alcohol using PCl5.,R–OH + PCl5 → R–Cl + POCl3 + HCl,Alcohol is converted into alkyl chloride using phosphorus pentachloride.
Haloalkanes and Haloarenes,Haloalkane Formation,Formation from alcohol using PCl3.,3R–OH + PCl3 → 3R–Cl + H3PO3,Alcohol reacts with phosphorus trichloride forming alkyl chloride.
Haloalkanes and Haloarenes,Haloalkane Formation,Formation from alcohol using SOCl2.,R–OH + SOCl2 → R–Cl + SO2 + HCl,"Thionyl chloride converts alcohol into alkyl chloride with gaseous byproducts, making purification easy."
Haloalkanes and Haloarenes,Haloalkane Formation,Formation from alkene using HCl.,RCH=CH2 + HCl → RCHCl–CH3,Addition of hydrogen halide across double bond gives haloalkane following Markovnikov rule.
Haloalkanes and Haloarenes,Haloalkane Formation,Formation from alkene using HBr (peroxide effect).,RCH=CH2 + HBr → RCH2–CH2Br,"In presence of peroxide, HBr adds via anti-Markovnikov rule due to free radical mechanism."
Haloalkanes and Haloarenes,Haloalkane Formation,Formation from alkene using halogen (Cl2/Br2).,RCH=CH2 + Cl2 → RCHCl–CH2Cl,Halogens add across double bond forming vicinal dihalides.
Haloalkanes and Haloarenes,Haloalkane Formation,Formation from carboxylic acid (Hunsdiecker reaction).,RCOOAg + Br2 → R–Br + CO2 + AgBr,Silver salt of acid reacts with halogen to form alkyl halide with loss of CO2.
